periodo,unidad_id,area_id,horas_programadas,horas_ausencia,casos_incapacidad,dias_incapacidad
2025-05,U02,A04,32064.0,651.8,3,16
2025-05,U02,A05,5104.0,112.2,0,0
2025-05,U02,A06,7392.0,145.9,1,5
2025-05,U03,A02,85824.0,2150.4,14,70
2025-05,U03,A03,39360.0,891.7,4,29
2025-05,U03,A04,40896.0,998.8,6,38
2025-05,U03,A05,6512.0,168.0,0,0
2025-05,U03,A06,8976.0,236.0,1,6
2025-05,U04,A03,57024.0,918.8,5,40
2025-05,U04,A04,25152.0,434.3,2,11
2025-05,U04,A05,3872.0,73.1,0,0
2025-05,U04,A06,5632.0,106.3,0,0
2025-05,U05,A05,1936.0,25.2,0,0
2025-05,U05,A06,17424.0,246.6,1,5
2025-06,U01,A01,79872.0,2314.5,14,66
2025-06,U01,A03,28416.0,751.6,5,31
2025-06,U01,A04,36480.0,1043.1,5,37
2025-06,U01,A05,5984.0,204.2,0,0
2025-06,U01,A06,8624.0,236.9,1,5
2025-06,U02,A02,75456.0,1707.8,7,55
2025-06,U02,A03,31488.0,764.9,4,25
2025-06,U02,A04,32256.0,751.8,3,16
2025-06,U02,A05,5456.0,114.8,0,0
2025-06,U02,A06,7392.0,159.2,1,3
2025-06,U03,A02,89472.0,2257.4,15,115
2025-06,U03,A03,39360.0,936.7,5,22
2025-06,U03,A04,41664.0,1243.1,5,39
2025-06,U03,A05,6688.0,200.2,0,0
2025-06,U03,A06,9152.0,234.2,1,8
2025-06,U04,A03,57984.0,1097.5,6,27
2025-06,U04,A04,24768.0,507.8,2,9
2025-06,U04,A05,3696.0,64.0,0,0
2025-06,U04,A06,5984.0,116.4,0,0
2025-06,U05,A05,2112.0,28.6,0,0
2025-06,U05,A06,16896.0,278.6,1,6
2025-07,U01,A01,83328.0,2690.7,14,89
2025-07,U01,A03,30144.0,1014.2,4,21
2025-07,U01,A04,36096.0,1240.3,5,28
2025-07,U01,A05,6160.0,198.3,1,4
2025-07,U01,A06,8448.0,286.7,1,3
2025-07,U02,A02,75456.0,1857.9,7,28
2025-07,U02,A03,31680.0,682.6,4,32
2025-07,U02,A04,33408.0,856.9,4,31
2025-07,U02,A05,5280.0,136.6,0,0
2025-07,U02,A06,7392.0,180.1,0,0
2025-07,U03,A02,86400.0,2278.3,11,66
2025-07,U03,A03,41088.0,1258.8,5,27
2025-07,U03,A04,41088.0,1126.8,6,48
2025-07,U03,A05,6688.0,197.1,0,0
2025-07,U03,A06,9328.0,313.7,1,7
2025-07,U04,A03,56256.0,1120.8,6,27
2025-07,U04,A04,24960.0,591.3,2,16
2025-07,U04,A05,3872.0,94.2,0,0
2025-07,U04,A06,5808.0,136.5,0,0
2025-07,U05,A05,2112.0,34.0,0,0
2025-07,U05,A06,16896.0,310.7,1,6
2025-08,U01,A01,81984.0,2893.0,17,111
2025-08,U01,A03,30336.0,1216.4,4,15
2025-08,U01,A04,35904.0,1610.3,5,23
2025-08,U01,A05,5984.0,244.9,1,3
2025-08,U01,A06,8624.0,364.7,1,5
2025-08,U02,A02,75648.0,1934.3,8,36
2025-08,U02,A03,32640.0,943.0,4,15
2025-08,U02,A04,33600.0,925.5,4,15
2025-08,U02,A05,5280.0,162.4,0,0
2025-08,U02,A06,7392.0,224.2,1,3
2025-08,U03,A02,88896.0,2786.9,14,51
2025-08,U03,A03,40128.0,1411.0,6,45
2025-08,U03,A04,42624.0,1662.1,6,25
2025-08,U03,A05,6688.0,211.5,1,4
2025-08,U03,A06,9504.0,339.9,1,4
2025-08,U04,A03,58368.0,1342.6,5,34
2025-08,U04,A04,25920.0,640.8,3,19
2025-08,U04,A05,3872.0,85.5,0,0
2025-08,U04,A06,5984.0,161.5,0,0
2025-08,U05,A05,2112.0,45.7,0,0
2025-08,U05,A06,17248.0,347.0,1,7
2025-09,U01,A01,84480.0,3195.9,12,85
2025-09,U01,A03,29760.0,1447.2,5,25
2025-09,U01,A04,36672.0,1511.6,5,23
2025-09,U01,A05,5984.0,246.6,0,0
2025-09,U01,A06,8624.0,381.4,1,7
2025-09,U02,A02,75840.0,2434.7,9,68
2025-09,U02,A03,33024.0,1118.8,4,18
2025-09,U02,A04,34752.0,1136.2,4,25
2025-09,U02,A05,5280.0,186.3,0,0
2025-09,U02,A06,7392.0,254.2,1,6
2025-09,U03,A02,89088.0,3444.3,13,68
2025-09,U03,A03,40512.0,1676.1,5,37
2025-09,U03,A04,41856.0,1703.1,7,56
2025-09,U03,A05,6864.0,260.6,1,4
2025-09,U03,A06,9328.0,312.3,1,4
2025-09,U04,A03,60288.0,1524.3,6,33
2025-09,U04,A04,25344.0,726.2,2,14
2025-09,U04,A05,3872.0,90.9,0,0
2025-09,U04,A06,5808.0,137.4,0,0
2025-09,U05,A05,2112.0,45.3,0,0
2025-09,U05,A06,17600.0,354.9,1,8
2025-10,U01,A01,86592.0,4321.3,16,123
2025-10,U01,A03,30912.0,1394.9,4,27
2025-10,U01,A04,36864.0,1893.2,7,53
2025-10,U01,A05,6336.0,290.5,1,7
2025-10,U01,A06,8624.0,389.8,1,7
2025-10,U02,A02,74496.0,2680.9,11,54
2025-10,U02,A03,32256.0,1203.8,3,18
2025-10,U02,A04,34368.0,1247.7,3,11
2025-10,U02,A05,5632.0,162.8,0,0
2025-10,U02,A06,7392.0,233.8,1,6
2025-10,U03,A02,92736.0,3479.6,16,111
2025-10,U03,A03,40512.0,1433.0,6,48
2025-10,U03,A04,41664.0,1780.6,6,33
2025-10,U03,A05,6688.0,262.2,1,4
2025-10,U03,A06,9504.0,431.0,1,7
2025-10,U04,A03,59712.0,1671.5,5,26
2025-10,U04,A04,25728.0,830.7,2,12
2025-10,U04,A05,3872.0,98.5,0,0
2025-10,U04,A06,6160.0,157.6,0,0
2025-10,U05,A05,2112.0,45.7,0,0
2025-10,U05,A06,17776.0,372.9,1,3
2025-11,U01,A01,85056.0,3351.2,15,114
2025-11,U01,A03,30336.0,1340.4,4,27
2025-11,U01,A04,36288.0,1467.1,6,32
2025-11,U01,A05,6160.0,295.9,1,5
2025-11,U01,A06,8624.0,340.9,1,5
2025-11,U02,A02,78144.0,2384.3,10,68
2025-11,U02,A03,33792.0,1100.9,3,13
2025-11,U02,A04,34368.0,1134.0,4,20
2025-11,U02,A05,5456.0,193.6,0,0
2025-11,U02,A06,7392.0,242.5,0,0
2025-11,U03,A02,90624.0,3081.1,12,67
2025-11,U03,A03,40128.0,1453.9,5,25
2025-11,U03,A04,43584.0,1506.6,5,39
2025-11,U03,A05,7040.0,262.6,1,3
2025-11,U03,A06,9504.0,324.4,1,7
2025-11,U04,A03,60480.0,1577.3,6,37
2025-11,U04,A04,25536.0,656.8,3,17
2025-11,U04,A05,3872.0,97.9,0,0
2025-11,U04,A06,6160.0,182.1,0,0
2025-11,U05,A05,2112.0,44.1,0,0
2025-11,U05,A06,17952.0,372.8,1,4
2025-12,U01,A01,83520.0,3385.8,12,44
2025-12,U01,A03,30528.0,1341.9,6,42
2025-12,U01,A04,36480.0,1461.7,6,40
2025-12,U01,A05,6336.0,291.1,0,0
2025-12,U01,A06,8976.0,365.6,1,5
2025-12,U02,A02,77184.0,2111.1,11,49
2025-12,U02,A03,32640.0,933.7,3,17
2025-12,U02,A04,34176.0,952.2,3,15
2025-12,U02,A05,5456.0,166.4,0,0
2025-12,U02,A06,7568.0,250.3,1,3
2025-12,U03,A02,93888.0,3921.2,12,42
2025-12,U03,A03,40896.0,1328.9,6,45
2025-12,U03,A04,41280.0,1691.1,7,48
2025-12,U03,A05,6864.0,267.2,1,6
2025-12,U03,A06,9680.0,369.9,1,5
2025-12,U04,A03,58176.0,1369.3,5,23
2025-12,U04,A04,26112.0,599.3,2,10
2025-12,U04,A05,3872.0,113.3,0,0
2025-12,U04,A06,5984.0,167.7,0,0
2025-12,U05,A05,2112.0,47.6,0,0
2025-12,U05,A06,17952.0,340.4,1,7
2026-01,U01,A01,83328.0,2919.0,11,76
2026-01,U01,A03,29952.0,1052.2,4,17
2026-01,U01,A04,36480.0,1249.1,5,36
2026-01,U01,A05,6160.0,252.5,1,4
2026-01,U01,A06,8624.0,353.8,1,5
2026-01,U02,A02,78720.0,2049.0,8,57
2026-01,U02,A03,33984.0,815.8,4,14
2026-01,U02,A04,33408.0,972.5,4,19
2026-01,U02,A05,5632.0,138.7,0,0
2026-01,U02,A06,7392.0,179.8,1,5
2026-01,U03,A02,90816.0,2883.5,15,97
2026-01,U03,A03,42240.0,1517.8,5,33
2026-01,U03,A04,43392.0,1463.3,6,30
2026-01,U03,A05,6864.0,195.3,1,7
2026-01,U03,A06,9856.0,313.2,1,7
2026-01,U04,A03,58176.0,1388.0,7,26
2026-01,U04,A04,26112.0,598.1,2,15
2026-01,U04,A05,3872.0,85.1,0,0
2026-01,U04,A06,5984.0,158.2,0,0
2026-01,U05,A05,2112.0,35.8,0,0
2026-01,U05,A06,17952.0,303.8,1,7
2026-02,U01,A01,81984.0,2866.3,17,71
2026-02,U01,A03,30336.0,1003.0,5,29
2026-02,U01,A04,36288.0,1288.9,7,48
2026-02,U01,A05,6336.0,208.2,0,0
2026-02,U01,A06,8624.0,288.0,1,4
2026-02,U02,A02,76224.0,1792.8,9,40
2026-02,U02,A03,33216.0,884.7,5,32
2026-02,U02,A04,33216.0,708.1,4,29
2026-02,U02,A05,5456.0,117.8,0,0
2026-02,U02,A06,7568.0,194.2,1,3
2026-02,U03,A02,93696.0,2912.5,13,74
2026-02,U03,A03,41664.0,1322.7,7,24
2026-02,U03,A04,41472.0,1124.2,7,51
2026-02,U03,A05,6864.0,219.0,1,6
2026-02,U03,A06,9504.0,248.7,1,4
2026-02,U04,A03,57984.0,1185.5,5,35
2026-02,U04,A04,25728.0,500.1,3,17
2026-02,U04,A05,4048.0,78.9,0,0
2026-02,U04,A06,5984.0,133.2,0,0
2026-02,U05,A05,2112.0,31.7,0,0
2026-02,U05,A06,17248.0,239.3,1,8
2026-03,U01,A01,83520.0,2741.7,17,96
2026-03,U01,A03,29184.0,885.8,4,25
2026-03,U01,A04,37632.0,1228.8,5,27
2026-03,U01,A05,5984.0,188.6,1,8
2026-03,U01,A06,8976.0,227.2,1,6
2026-03,U02,A02,76416.0,1486.6,11,61
2026-03,U02,A03,33600.0,667.6,4,15
2026-03,U02,A04,33024.0,721.9,3,12
2026-03,U02,A05,5280.0,103.9,0,0
2026-03,U02,A06,7392.0,162.3,1,7
2026-03,U03,A02,90240.0,2290.1,12,88
2026-03,U03,A03,42048.0,987.3,6,47
2026-03,U03,A04,41472.0,1184.6,5,24
2026-03,U03,A05,6688.0,181.9,0,0
2026-03,U03,A06,9680.0,236.9,1,6
2026-03,U04,A03,58560.0,1095.1,6,25
2026-03,U04,A04,25728.0,409.7,2,8
2026-03,U04,A05,3872.0,68.3,0,0
2026-03,U04,A06,5984.0,107.7,0,0
2026-03,U05,A05,2112.0,32.1,0,0
2026-03,U05,A06,17072.0,243.1,1,5
2026-04,U01,A01,82560.0,2580.9,13,85
2026-04,U01,A03,30336.0,867.2,4,23
2026-04,U01,A04,36096.0,1014.6,5,39
2026-04,U01,A05,6336.0,156.0,0,0
2026-04,U01,A06,8624.0,209.3,1,5
2026-04,U02,A02,75072.0,1497.2,10,77
2026-04,U02,A03,33600.0,627.3,4,23
2026-04,U02,A04,33216.0,643.0,4,29
2026-04,U02,A05,5280.0,108.0,0,0
2026-04,U02,A06,7392.0,148.7,1,8
2026-04,U03,A02,88320.0,1950.3,13,64
2026-04,U03,A03,40512.0,871.9,6,48
2026-04,U03,A04,43008.0,1173.1,6,27
2026-04,U03,A05,6864.0,169.1,1,8
2026-04,U03,A06,9328.0,199.3,1,7
2026-04,U04,A03,58560.0,1096.0,5,18
2026-04,U04,A04,25536.0,473.2,2,15
2026-04,U04,A05,4048.0,60.7,0,0
2026-04,U04,A06,6160.0,118.0,0,0
2026-04,U05,A05,2112.0,24.5,0,0
2026-04,U05,A06,17600.0,206.5,1,4
2026-05,U01,A01,84288.0,2189.5,12,44
2026-05,U01,A03,29952.0,870.9,4,18
2026-05,U01,A04,37632.0,1174.5,6,44
2026-05,U01,A05,6160.0,186.6,1,4
2026-05,U01,A06,8976.0,218.6,1,3
2026-05,U02,A02,77952.0,1781.6,7,30
2026-05,U02,A03,32832.0,666.5,4,27
2026-05,U02,A04,34560.0,768.1,3,14
2026-05,U02,A05,5456.0,98.4,0,0
2026-05,U02,A06,7392.0,143.8,0,0
2026-05,U03,A02,90624.0,2145.7,13,104
2026-05,U03,A03,40320.0,1122.2,5,32
2026-05,U03,A04,40896.0,941.9,6,47
2026-05,U03,A05,6688.0,176.2,0,0
2026-05,U03,A06,9152.0,229.5,1,6
2026-05,U04,A03,58944.0,912.1,7,34
2026-05,U04,A04,26496.0,532.3,2,15
2026-05,U04,A05,4048.0,78.0,0,0
2026-05,U04,A06,5808.0,88.5,0,0
2026-05,U05,A05,2112.0,25.3,0,0
2026-05,U05,A06,17952.0,219.9,1,5
2026-06,U01,A01,85248.0,2821.7,15,64
2026-06,U01,A03,30336.0,832.9,5,35
2026-06,U01,A04,37056.0,1263.0,7,26
2026-06,U01,A05,5984.0,163.0,1,7
2026-06,U01,A06,8800.0,304.8,1,4
2026-06,U02,A02,77376.0,1756.0,10,49
2026-06,U02,A03,33024.0,689.9,3,11
2026-06,U02,A04,34176.0,697.8,4,23
2026-06,U02,A05,5632.0,133.3,0,0
2026-06,U02,A06,7216.0,179.2,0,0
2026-06,U03,A02,90240.0,2253.2,12,44
2026-06,U03,A03,40704.0,1146.6,5,38
2026-06,U03,A04,41664.0,1129.6,5,39
2026-06,U03,A05,6864.0,176.8,1,7
2026-06,U03,A06,9504.0,262.9,1,7
2026-06,U04,A03,58944.0,1248.1,5,31
2026-06,U04,A04,25728.0,522.2,2,16
2026-06,U04,A05,4048.0,82.2,0,0
2026-06,U04,A06,5808.0,110.3,0,0
2026-06,U05,A05,2112.0,34.4,0,0
2026-06,U05,A06,17248.0,270.5,1,4
2026-07,U01,A01,85248.0,3415.0,16,128
2026-07,U01,A03,30336.0,1062.9,5,35
2026-07,U01,A04,36288.0,1181.2,6,33
2026-07,U01,A05,6336.0,222.9,1,5
2026-07,U01,A06,8800.0,347.7,1,7
2026-07,U02,A02,77184.0,2277.2,8,49
2026-07,U02,A03,33984.0,832.6,4,29
2026-07,U02,A04,34752.0,881.0,4,28
2026-07,U02,A05,5456.0,158.0,0,0
2026-07,U02,A06,7568.0,180.7,1,6
2026-07,U03,A02,93120.0,2902.0,13,47
2026-07,U03,A03,41472.0,1328.6,5,23
2026-07,U03,A04,42816.0,1411.2,5,39
2026-07,U03,A05,7040.0,220.8,1,5
2026-07,U03,A06,9328.0,281.7,1,3
2026-07,U04,A03,60288.0,1219.7,7,48
2026-07,U04,A04,26688.0,598.6,2,8
2026-07,U04,A05,4048.0,102.0,0,0
2026-07,U04,A06,6160.0,143.7,0,0
2026-07,U05,A05,2112.0,31.9,0,0
2026-07,U05,A06,17776.0,281.8,1,4
