periodo,unidad_id,area_id,costo_ordinario,costo_horas_extra,costo_prestaciones,horas_ordinarias,horas_extra,presupuesto_costo_laboral,toneladas_movidas
2025-06,U05,A06,3395391.0,135027.0,1135030.0,16896.0,362.6,4831509.0,0.0
2025-07,U01,A01,11006928.0,1678351.0,4154028.0,83328.0,6325.3,17051611.0,503205.1
2025-07,U01,A03,3640006.0,621349.0,1238904.0,30144.0,2561.3,5545832.0,238877.0
2025-07,U01,A04,4989028.0,799778.0,1830177.0,36096.0,2884.7,7701909.0,0.0
2025-07,U01,A05,1007042.0,146594.0,340410.0,6160.0,495.8,1513635.0,0.0
2025-07,U01,A06,1682661.0,278668.0,633234.0,8448.0,745.8,2620751.0,0.0
2025-07,U02,A02,10899519.0,1260860.0,3992979.0,75456.0,4344.1,16470479.0,503897.9
2025-07,U02,A03,3951470.0,410261.0,1524480.0,31680.0,1691.1,6017756.0,262952.2
2025-07,U02,A04,4683238.0,435306.0,1608575.0,33408.0,1570.1,6888365.0,0.0
2025-07,U02,A05,858307.0,83276.0,290997.0,5280.0,281.7,1260982.0,0.0
2025-07,U02,A06,1511546.0,133190.0,504682.0,7392.0,356.5,2202856.0,0.0
2025-07,U03,A02,12201487.0,1740131.0,4350783.0,86400.0,5995.3,18550017.0,579140.0
2025-07,U03,A03,4908132.0,622027.0,1668788.0,41088.0,2564.0,7320741.0,347526.7
2025-07,U03,A04,5649881.0,857025.0,1881056.0,41088.0,3091.1,8486888.0,0.0
2025-07,U03,A05,1068828.0,157328.0,405047.0,6688.0,532.1,1653476.0,0.0
2025-07,U03,A06,1921056.0,257354.0,642320.0,9328.0,688.8,2864023.0,0.0
2025-07,U04,A03,6643439.0,566369.0,2468066.0,56256.0,2334.6,9929309.0,460422.7
2025-07,U04,A04,3537127.0,311389.0,1172867.0,24960.0,1123.1,5146144.0,0.0
2025-07,U04,A05,632177.0,57006.0,226049.0,3872.0,192.8,937891.0,0.0
2025-07,U04,A06,1184414.0,100216.0,438900.0,5808.0,268.2,1768519.0,0.0
2025-07,U05,A05,344001.0,16722.0,127303.0,2112.0,56.6,504552.0,0.0
2025-07,U05,A06,3450613.0,207405.0,1246041.0,16896.0,555.1,5057335.0,0.0
2025-08,U01,A01,11121262.0,1785694.0,3747012.0,81984.0,6706.6,16823046.0,513709.2
2025-08,U01,A03,3729961.0,593754.0,1260368.0,30336.0,2439.0,5642397.0,250616.1
2025-08,U01,A04,5066299.0,887189.0,1864004.0,35904.0,3188.9,7880942.0,0.0
2025-08,U01,A05,994901.0,148320.0,345721.0,5984.0,499.9,1507740.0,0.0
2025-08,U01,A06,1766326.0,314344.0,588520.0,8624.0,838.4,2687141.0,0.0
2025-08,U02,A02,11129018.0,1356999.0,3710687.0,75648.0,4659.1,16484531.0,448258.1
2025-08,U02,A03,3860727.0,485343.0,1463809.0,32640.0,1993.7,5913587.0,270403.7
2025-08,U02,A04,4767349.0,564356.0,1578620.0,33600.0,2028.5,7037874.0,0.0
2025-08,U02,A05,847725.0,103068.0,304119.0,5280.0,347.4,1277886.0,0.0
2025-08,U02,A06,1467273.0,148282.0,507567.0,7392.0,395.5,2170472.0,0.0
2025-08,U03,A02,13045368.0,2148001.0,5006651.0,88896.0,7375.0,20410921.0,541895.3
2025-08,U03,A03,4863324.0,840807.0,1802737.0,40128.0,3453.9,7571415.0,310266.5
2025-08,U03,A04,5955264.0,1015529.0,2245480.0,42624.0,3650.2,9300958.0,0.0
2025-08,U03,A05,1097365.0,136162.0,404563.0,6688.0,458.9,1667552.0,0.0
2025-08,U03,A06,1972276.0,258760.0,751380.0,9504.0,690.1,3032527.0,0.0
2025-08,U04,A03,6952378.0,715164.0,2680558.0,58368.0,2937.8,10581337.0,441738.5
2025-08,U04,A04,3628724.0,349133.0,1358580.0,25920.0,1254.9,5463108.0,0.0
2025-08,U04,A05,614358.0,50713.0,205727.0,3872.0,170.9,893503.0,0.0
2025-08,U04,A06,1260318.0,115983.0,486735.0,5984.0,309.3,1909178.0,0.0
2025-08,U05,A05,331818.0,20125.0,126429.0,2112.0,67.8,493358.0,0.0
2025-08,U05,A06,3504764.0,222549.0,1228006.0,17248.0,593.6,5105980.0,0.0
2025-09,U01,A01,11524527.0,2018921.0,3814971.0,84480.0,7556.4,17483398.0,556002.9
2025-09,U01,A03,3624721.0,570057.0,1356397.0,29760.0,2333.6,5615710.0,257829.5
2025-09,U01,A04,5181314.0,841939.0,1998458.0,36672.0,3015.8,8109057.0,0.0
2025-09,U01,A05,998462.0,147457.0,368069.0,5984.0,495.3,1534193.0,0.0
2025-09,U01,A06,1730961.0,319753.0,638816.0,8624.0,849.9,2706639.0,0.0
2025-09,U02,A02,10799157.0,1378259.0,3735119.0,75840.0,4715.8,16180664.0,511295.3
2025-09,U02,A03,4143961.0,584716.0,1609598.0,33024.0,2393.6,6433464.0,262272.2
2025-09,U02,A04,4795092.0,688554.0,1805297.0,34752.0,2466.4,7393165.0,0.0
2025-09,U02,A05,848912.0,88761.0,292038.0,5280.0,298.1,1256200.0,0.0
2025-09,U02,A06,1538038.0,181950.0,582095.0,7392.0,483.6,2346543.0,0.0
2025-09,U03,A02,13267055.0,1993152.0,4648468.0,89088.0,6819.7,20156791.0,576241.2
2025-09,U03,A03,5059511.0,819897.0,1850019.0,40512.0,3356.4,7810785.0,328931.4
2025-09,U03,A04,6009900.0,846381.0,2089095.0,41856.0,3031.7,9072844.0,0.0
2025-09,U03,A05,1090074.0,185691.0,393143.0,6864.0,623.7,1683660.0,0.0
2025-09,U03,A06,1895876.0,272461.0,699795.0,9328.0,724.2,2908647.0,0.0
2025-09,U04,A03,7318158.0,752660.0,2743240.0,60288.0,3081.1,11056076.0,458812.2
2025-09,U04,A04,3432122.0,369714.0,1212872.0,25344.0,1324.3,5120213.0,0.0
2025-09,U04,A05,613950.0,62515.0,231102.0,3872.0,210.0,928090.0,0.0
2025-09,U04,A06,1170253.0,96679.0,401858.0,5808.0,257.0,1712465.0,0.0
2025-09,U05,A05,352809.0,21689.0,128909.0,2112.0,72.9,519012.0,0.0
